"DistCoast","Phase","Area","Count","Depth","Year","Month","Day","YearMonth","XPos","YPos","TransectID"
12.117,"A",0.956,0,19.12,2002,2,13,"2002/2",704025.1019,6055306.753,"20020213.t25"
12.204,"A",0.956,0,19.54,2002,2,13,"2002/2",704028.8134,6055814.295,"20020213.t25"
14.177,"A",0.769507344,0,17.21,2002,2,13,"2002/2",706021.1639,6055860.286,"20020213.t26"
14.184,"A",0.956,0,16.62,2002,2,13,"2002/2",706104.9781,6055410.907,"20020213.t26"
14.084,"A",0.956,0,16.8,2002,2,13,"2002/2",706093.3554,6054910.278,"20020213.t26"
13.96,"A",0.956,0,17.03,2002,2,13,"2002/2",706040.809,6054410.926,"20020213.t26"
13.906,"A",0.956,0,16.68,2002,2,13,"2002/2",706051.2516,6053910.657,"20020213.t26"
13.879,"A",0.956,0,16.52,2002,2,13,"2002/2",706083.3629,6053410.9,"20020213.t26"
13.827,"A",0.956,0,16.24,2002,2,13,"2002/2",706077.9181,6052910.587,"20020213.t26"
13.762,"A",0.956,0,16.27,2002,2,13,"2002/2",706043.5932,6052411.203,"20020213.t26"
13.713,"A",0.956,0,16.24,2002,2,13,"2002/2",706015.5964,6051911.261,"20020213.t26"
13.769,"A",0.956,0,16.12,2002,2,13,"2002/2",706084.8578,6051410.14,"20020213.t26"
13.641,"A",0.956,0,16.19,2002,2,13,"2002/2",705965.4175,6050913.298,"20020213.t26"
13.699,"A",0.956,0,16.02,2002,2,13,"2002/2",706024.0761,6050412.058,"20020213.t26"
13.688,"A",0.956,0,16.09,2002,2,13,"2002/2",705996.178,6049912.476,"20020213.t26"
13.685,"A",0.956,0,16.03,2002,2,13,"2002/2",705960.2238,6049412.786,"20020213.t26"
13.799,"A",0.956,0,15.9,2002,2,13,"2002/2",706030.4755,6048913.388,"20020213.t26"
13.836,"A",0.956,0,16.11,2002,2,13,"2002/2",706006.0057,6048413.209,"20020213.t26"
13.925,"A",0.956,0,15.96,2002,2,13,"2002/2",706015.9234,6047913.332,"20020213.t26"
13.98,"A",0.956,0,15.72,2002,2,13,"2002/2",705976.3908,6047412.003,"20020213.t26"
14.151,"A",0.956,0,16.1,2002,2,13,"2002/2",706041.3523,6046914.423,"20020213.t26"
14.31,"A",0.956,0,16.62,2002,2,13,"2002/2",706078.1577,6046415.224,"20020213.t26"
14.522,"A",0.956,0,17,2002,2,13,"2002/2",706151.1788,6045909.453,"20020213.t26"
14.43,"A",0.956,0,16.94,2002,2,13,"2002/2",705894.1435,6045423.097,"20020213.t26"
14.636,"A",0.956,0,16.47,2002,2,13,"2002/2",705924.7542,6044909.451,"20020213.t26"
15.041,"A",0.956,0,15.96,2002,2,13,"2002/2",706170.5864,6044433.13,"20020213.t26"
15.219,"A",0.956,0,16.47,2002,2,13,"2002/2",706145.6419,6043924.968,"20020213.t26"
15.371,"A",0.956,0,16.38,2002,2,13,"2002/2",706079.0557,6043425.389,"20020213.t26"
15.56,"A",0.956,0,15.68,2002,2,13,"2002/2",706036.2132,6042924.637,"20020213.t26"
15.868,"A",0.956,0,15.72,2002,2,13,"2002/2",706116.68,6042426.235,"20020213.t26"
16.113,"A",0.956,0,15.32,2002,2,13,"2002/2",706110.715,6041925.792,"20020213.t26"
16.48,"A",0.956,5,15.14,2002,2,13,"2002/2",706229.818,6041417.812,"20020213.t26"
16.59,"A",0.956,0,15.01,2002,2,13,"2002/2",706045.1265,6040931.109,"20020213.t26"
16.797,"A",0.956,0,13.81,2002,2,13,"2002/2",705957.5299,6040438.436,"20020213.t26"
10.307,"A",0.416793056,0,27.43,2002,3,26,"2002/3",656144.7248,6043902.323,"20020326.t1"
9.985,"A",0.956,0,27.59,2002,3,26,"2002/3",656144.0744,6044261.35,"20020326.t1"
9.548,"A",0.956,0,28.5,2002,3,26,"2002/3",656129.5885,6044761.161,"20020326.t1"
9.137,"A",0.956,0,28.11,2002,3,26,"2002/3",656075.3906,6045261.427,"20020326.t1"
8.673,"A",0.956,0,27.59,2002,3,26,"2002/3",656141.0048,6045760.349,"20020326.t1"
8.226,"A",0.956,0,27.3,2002,3,26,"2002/3",656179.9917,6046260.307,"20020326.t1"
7.831,"A",0.956,0,26.73,2002,3,26,"2002/3",656131.3114,6046760.172,"20020326.t1"
7.41,"A",0.956,0,25.71,2002,3,26,"2002/3",656146.7352,6047260.415,"20020326.t1"
7.024,"A",0.956,0,24.42,2002,3,26,"2002/3",656124.5457,6047760.137,"20020326.t1"
6.645,"A",0.956,0,22.22,2002,3,26,"2002/3",656090.9139,6048260.25,"20020326.t1"
6.179,"A",0.956,0,21.46,2002,3,26,"2002/3",656143.7476,6048759.789,"20020326.t1"
5.751,"A",0.956,0,19.19,2002,3,26,"2002/3",656135.3895,6049259.994,"20020326.t1"
5.322,"A",0.956,0,17.13,2002,3,26,"2002/3",656139.6205,6049760.186,"20020326.t1"
4.922,"A",0.956,0,14.59,2002,3,26,"2002/3",656112.0623,6050259.759,"20020326.t1"
4.499,"A",0.956,0,12.41,2002,3,26,"2002/3",656107.7582,6050759.82,"20020326.t1"
4.066,"A",0.956,0,12.49,2002,3,26,"2002/3",656089.7901,6051259.527,"20020326.t1"
3.642,"A",0.956,0,11.36,2002,3,26,"2002/3",656084.3437,6051759.888,"20020326.t1"
3.267,"A",0.956,21,10.04,2002,3,26,"2002/3",656025.0115,6052257.456,"20020326.t1"
2.897,"A",0.956,0,10.04,2002,3,26,"2002/3",656002.6177,6052757.196,"20020326.t1"
2.522,"A",0.956,0,9.73,2002,3,26,"2002/3",655992.2712,6053257.276,"20020326.t1"
2.103,"A",0.956,0,8.36,2002,3,26,"2002/3",656029.7642,6053758.974,"20020326.t1"
1.746,"A",0.956,8,7.53,2002,3,26,"2002/3",655939.5595,6054255.148,"20020326.t1"
1.373,"A",0.956,0,6.25,2002,3,26,"2002/3",655921.7516,6054755.271,"20020326.t1"
1.008,"A",0.956,0,4.96,2002,3,26,"2002/3",655929.6554,6055255.689,"20020326.t1"
0.602,"A",0.956,0,4.52,2002,3,26,"2002/3",655924.7611,6055755.737,"20020326.t1"
0.265,"A",0.956,0,2.21,2002,3,26,"2002/3",655863.3045,6056254.503,"20020326.t1"
0.164,"A",0.546151328,0,1.35,2002,3,26,"2002/3",658149.7845,6054589.921,"20020326.t2"
0.502,"A",0.956,0,4.42,2002,3,26,"2002/3",658200.169,6054198.083,"20020326.t2"
0.923,"A",0.956,16,5.19,2002,3,26,"2002/3",658184.7294,6053695.922,"20020326.t2"
1.335,"A",0.956,0,5.94,2002,3,26,"2002/3",658174.3059,6053194.376,"20020326.t2"
1.817,"A",0.956,0,7.58,2002,3,26,"2002/3",658045.5229,6052702.092,"20020326.t2"
2.251,"A",0.956,0,9.27,2002,3,26,"2002/3",658040.5998,6052200.41,"20020326.t2"
2.692,"A",0.956,15,8.25,2002,3,26,"2002/3",658057.7594,6051700.018,"20020326.t2"
3.138,"A",0.956,0,8.77,2002,3,26,"2002/3",658046.3746,6051199.997,"20020326.t2"
3.529,"A",0.956,0,10.11,2002,3,26,"2002/3",658036.1018,6050699.246,"20020326.t2"
3.896,"A",0.956,0,11.25,2002,3,26,"2002/3",658081.1451,6050200.306,"20020326.t2"
4.259,"A",0.956,0,11.27,2002,3,26,"2002/3",658157.3746,6049703.176,"20020326.t2"
4.692,"A",0.956,0,15.19,2002,3,26,"2002/3",658143.7865,6049202.101,"20020326.t2"
5.126,"A",0.956,0,17.24,2002,3,26,"2002/3",658137.9327,6048702.019,"20020326.t2"
5.585,"A",0.956,0,19.44,2002,3,26,"2002/3",658101.6178,6048202.028,"20020326.t2"
6.018,"A",0.956,0,20.61,2002,3,26,"2002/3",658143.36,6047702.38,"20020326.t2"
6.48,"A",0.956,0,22.13,2002,3,26,"2002/3",658136.9168,6047202.259,"20020326.t2"
6.936,"A",0.956,0,23.21,2002,3,26,"2002/3",658138.528,6046702.18,"20020326.t2"
7.383,"A",0.956,0,24.76,2002,3,26,"2002/3",658177.4399,6046202.812,"20020326.t2"
7.86,"A",0.956,0,26.09,2002,3,26,"2002/3",658151.1047,6045702.366,"20020326.t2"
8.309,"A",0.956,0,26.71,2002,3,26,"2002/3",658189.7154,6045202.941,"20020326.t2"
8.776,"A",0.956,0,27,2002,3,26,"2002/3",658190.6967,6044702.784,"20020326.t2"
9.236,"A",0.956,0,27.3,2002,3,26,"2002/3",658225.0008,6044201.208,"20020326.t2"
9.734,"A",0.956,0,27.54,2002,3,26,"2002/3",658131.2874,6043704.806,"20020326.t2"
10.208,"A",0.956,0,27.01,2002,3,26,"2002/3",658130.1976,6043204.12,"20020326.t2"
10.677,"A",0.956,0,27.16,2002,3,26,"2002/3",658143.2647,6042703.518,"20020326.t2"
11.167,"A",0.956,0,27.38,2002,3,26,"2002/3",658089.9224,6042204.994,"20020326.t2"
12.203,"A",0.866296608,0,26.52,2002,3,26,"2002/3",660062.7477,6040667.639,"20020326.t3"
11.718,"A",0.956,0,27.14,2002,3,26,"2002/3",660156.7419,6041143.655,"20020326.t3"
11.238,"A",0.956,0,26.97,2002,3,26,"2002/3",660069.6216,6041642.756,"20020326.t3"
10.757,"A",0.956,0,26.49,2002,3,26,"2002/3",660011.8351,6042141.138,"20020326.t3"
10.262,"A",0.956,0,26.8,2002,3,26,"2002/3",660022.8193,6042642.04,"20020326.t3"
9.764,"A",0.956,0,26.61,2002,3,26,"2002/3",660061.1852,6043141.779,"20020326.t3"
9.275,"A",0.956,0,26.09,2002,3,26,"2002/3",660053.7677,6043641.973,"20020326.t3"
8.792,"A",0.956,0,25.92,2002,3,26,"2002/3",660026.3172,6044141.631,"20020326.t3"
8.304,"A",0.956,0,25.28,2002,3,26,"2002/3",660027.7329,6044641.728,"20020326.t3"
7.812,"A",0.956,0,24.27,2002,3,26,"2002/3",660045.2819,6045141.805,"20020326.t3"
7.332,"A",0.956,0,21.8,2002,3,26,"2002/3",660015.3589,6045641.669,"20020326.t3"
6.845,"A",0.956,0,21,2002,3,26,"2002/3",660024.3957,6046141.842,"20020326.t3"
6.357,"A",0.956,0,20.47,2002,3,26,"2002/3",660046.6495,6046641.524,"20020326.t3"
5.871,"A",0.956,0,18.57,2002,3,26,"2002/3",660070.1527,6047141.224,"20020326.t3"
5.394,"A",0.956,0,16.12,2002,3,26,"2002/3",660047.4902,6047641.527,"20020326.t3"
4.907,"A",0.956,0,14.19,2002,3,26,"2002/3",660079.3477,6048141.17,"20020326.t3"
4.433,"A",0.956,0,12.07,2002,3,26,"2002/3",660075.6986,6048641.303,"20020326.t3"
3.966,"A",0.956,0,10.81,2002,3,26,"2002/3",660060.8368,6049141.293,"20020326.t3"
3.494,"A",0.956,11,9.49,2002,3,26,"2002/3",660064.51,6049641.411,"20020326.t3"
3.012,"A",0.956,0,8.14,2002,3,26,"2002/3",660106.6288,6050141.019,"20020326.t3"
2.561,"A",0.956,0,7.86,2002,3,26,"2002/3",660078.4935,6050641.088,"20020326.t3"
2.099,"A",0.956,6,7.38,2002,3,26,"2002/3",660061.0556,6051141.153,"20020326.t3"
1.635,"A",0.956,4,7.88,2002,3,26,"2002/3",660079.8587,6051641.072,"20020326.t3"
1.173,"A",0.956,0,6.41,2002,3,26,"2002/3",660090.1855,6052141.018,"20020326.t3"
0.734,"A",0.956,0,4.35,2002,3,26,"2002/3",660106.2377,6052640.822,"20020326.t3"
0.304,"A",0.956,0,2.6,2002,3,26,"2002/3",660152.3689,6053139.435,"20020326.t3"
0,"A",0.956,0,0.52,2002,3,26,"2002/3",660142.9968,6053639.95,"20020326.t3"
0.372,"A",0.956,0,0.62,2002,3,26,"2002/3",660142.3856,6054140.226,"20020326.t3"
0.763,"A",0.956,0,0.76,2002,3,26,"2002/3",660155.318,6054640.707,"20020326.t3"
0.5,"A",0.956,16,0.85,2002,3,26,"2002/3",660230.1717,6055136.843,"20020326.t3"
0.276,"A",0.956,0,0.92,2002,3,26,"2002/3",660317.0695,6055636.867,"20020326.t3"
0.031,"A",0.009915632,0,0.66,2002,3,26,"2002/3",662066.5927,6057419.127,"20020326.t4"
0.175,"A",0.956,0,0.91,2002,3,26,"2002/3",662032.0958,6057166.963,"20020326.t4"
0.354,"A",0.956,0,1.29,2002,3,26,"2002/3",662041.8101,6056666.302,"20020326.t4"
0,"A",0.956,0,1.35,2002,3,26,"2002/3",662062.9306,6056166.424,"20020326.t4"
0.148,"A",0.956,0,1.36,2002,3,26,"2002/3",662118.9817,6055668.64,"20020326.t4"
0.648,"A",0.956,16,1.22,2002,3,26,"2002/3",662166.1047,6055169.088,"20020326.t4"
1.147,"A",0.956,16,1.12,2002,3,26,"2002/3",662122.3469,6054668.598,"20020326.t4"
1.011,"A",0.956,30,1,2002,3,26,"2002/3",662125.1409,6054168.565,"20020326.t4"
0.6,"A",0.956,0,0.94,2002,3,26,"2002/3",662117.0358,6053668.594,"20020326.t4"
0.178,"A",0.956,0,0.82,2002,3,26,"2002/3",662113.8873,6053168.57,"20020326.t4"
0.035,"A",0.956,0,0.88,2002,3,26,"2002/3",662138.2708,6052668.855,"20020326.t4"
0.534,"A",0.956,16,3.62,2002,3,26,"2002/3",662164.2461,6052168.48,"20020326.t4"
1.035,"A",0.956,0,5.26,2002,3,26,"2002/3",662122.3012,6051668.963,"20020326.t4"
1.535,"A",0.956,90,6.27,2002,3,26,"2002/3",662079.9656,6051170.041,"20020326.t4"
2.035,"A",0.956,0,6.73,2002,3,26,"2002/3",662085.1358,6050669.689,"20020326.t4"
2.534,"A",0.956,15,6.17,2002,3,26,"2002/3",662107.1902,6050169.118,"20020326.t4"
3.035,"A",0.956,27,7.13,2002,3,26,"2002/3",662051.8189,6049670.469,"20020326.t4"
3.536,"A",0.956,0,7.6,2002,3,26,"2002/3",662031.8364,6049170.124,"20020326.t4"
4.037,"A",0.956,0,8.49,2002,3,26,"2002/3",662026.1809,6048668.511,"20020326.t4"
4.529,"A",0.956,0,10.06,2002,3,26,"2002/3",662117.9565,6048172.589,"20020326.t4"
5.029,"A",0.956,0,11.67,2002,3,26,"2002/3",662130.6354,6047671.987,"20020326.t4"
5.529,"A",0.956,0,13.12,2002,3,26,"2002/3",662136.4867,6047171.333,"20020326.t4"
6.03,"A",0.956,6,14.57,2002,3,26,"2002/3",662100.4721,6046671.746,"20020326.t4"
6.53,"A",0.956,0,17.55,2002,3,26,"2002/3",662097.2272,6046171.263,"20020326.t4"
7.029,"A",0.956,0,18.64,2002,3,26,"2002/3",662034.9746,6045673.827,"20020326.t4"
7.529,"A",0.956,0,20.77,2002,3,26,"2002/3",662028.7095,6045173.519,"20020326.t4"
8.029,"A",0.956,0,21.8,2002,3,26,"2002/3",662001.1005,6044674.23,"20020326.t4"
8.53,"A",0.956,0,22.82,2002,3,26,"2002/3",661972.0514,6044174.752,"20020326.t4"
9.029,"A",0.956,0,23.81,2002,3,26,"2002/3",661973.6121,6043674.407,"20020326.t4"
9.529,"A",0.956,0,25.56,2002,3,26,"2002/3",661977.1532,6043174.373,"20020326.t4"
10.029,"A",0.956,0,25.85,2002,3,26,"2002/3",661979.7867,6042674.394,"20020326.t4"
10.528,"A",0.956,0,26.06,2002,3,26,"2002/3",661985.0724,6042174.388,"20020326.t4"
11.028,"A",0.956,0,26.41,2002,3,26,"2002/3",661994.0721,6041674.399,"20020326.t4"
11.528,"A",0.956,0,26.38,2002,3,26,"2002/3",662003.5875,6041174.154,"20020326.t4"
12.023,"A",0.956,0,26.44,2002,3,26,"2002/3",662074.4961,6040677.069,"20020326.t4"
12.524,"A",0.956,0,25.98,2002,3,26,"2002/3",662073.6284,6040176.321,"20020326.t4"
13.024,"A",0.956,0,25.43,2002,3,26,"2002/3",662072.3398,6039676.191,"20020326.t4"
13.524,"A",0.956,0,25.16,2002,3,26,"2002/3",662076.6814,6039176.207,"20020326.t4"
15.446,"A",0.068671392,0,24.87,2002,3,26,"2002/3",664095.2965,6037348.457,"20020326.t5"
15.184,"A",0.956,0,24.82,2002,3,26,"2002/3",664125.021,6037615.89,"20020326.t5"
14.681,"A",0.956,0,24.73,2002,3,26,"2002/3",664080.9595,6038116.759,"20020326.t5"
14.19,"A",0.956,0,24.86,2002,3,26,"2002/3",664121.2549,6038616.006,"20020326.t5"
13.7,"A",0.956,0,25.2,2002,3,26,"2002/3",664158.7769,6039115.204,"20020326.t5"
13.202,"A",0.956,0,24.86,2002,3,26,"2002/3",664145.5193,6039615.552,"20020326.t5"
12.71,"A",0.956,0,25.4,2002,3,26,"2002/3",664173.3445,6040116.695,"20020326.t5"
12.208,"A",0.956,0,25.89,2002,3,26,"2002/3",664117.0033,6040615.241,"20020326.t5"
11.708,"A",0.956,0,25.69,2002,3,26,"2002/3",664065.6724,6041113.091,"20020326.t5"
11.21,"A",0.956,0,25.71,2002,3,26,"2002/3",664041.1836,6041612.863,"20020326.t5"
10.716,"A",0.956,0,25.49,2002,3,26,"2002/3",664043.6571,6042113.197,"20020326.t5"
10.223,"A",0.956,0,24.94,2002,3,26,"2002/3",664046.8599,6042613.352,"20020326.t5"
9.729,"A",0.956,0,22.36,2002,3,26,"2002/3",664040.5942,6043113.59,"20020326.t5"
9.23,"A",0.956,0,21.31,2002,3,26,"2002/3",663995.7827,6043612.153,"20020326.t5"
8.734,"A",0.956,0,20.41,2002,3,26,"2002/3",663972.2743,6044111.941,"20020326.t5"
8.244,"A",0.956,0,19.16,2002,3,26,"2002/3",663979.5658,6044612.226,"20020326.t5"
7.754,"A",0.956,0,17.02,2002,3,26,"2002/3",663984.9485,6045112.249,"20020326.t5"
7.262,"A",0.956,0,15.01,2002,3,26,"2002/3",663980.9719,6045612.234,"20020326.t5"
6.772,"A",0.956,0,13.43,2002,3,26,"2002/3",663977.7865,6046112.228,"20020326.t5"
6.285,"A",0.956,0,11.83,2002,3,26,"2002/3",663988.7136,6046612.255,"20020326.t5"
5.796,"A",0.956,0,10.79,2002,3,26,"2002/3",663992.5793,6047112.547,"20020326.t5"
5.299,"A",0.956,0,8.4,2002,3,26,"2002/3",663953.8548,6047611.692,"20020326.t5"
4.8,"A",0.956,0,7.24,2002,3,26,"2002/3",663902.6225,6048111.427,"20020326.t5"
4.328,"A",0.956,0,6.73,2002,3,26,"2002/3",663965.1137,6048611.222,"20020326.t5"
3.848,"A",0.956,0,6.35,2002,3,26,"2002/3",663979.1016,6049111.731,"20020326.t5"
3.352,"A",0.956,29,5.94,2002,3,26,"2002/3",663921.4667,6049610.959,"20020326.t5"
2.876,"A",0.956,36,5.96,2002,3,26,"2002/3",663945.6102,6050111.241,"20020326.t5"
2.4,"A",0.956,22,6.03,2002,3,26,"2002/3",663938.006,6050611.394,"20020326.t5"
1.938,"A",0.956,0,5.67,2002,3,26,"2002/3",663938.4588,6051112.036,"20020326.t5"
1.514,"A",0.956,16,4.83,2002,3,26,"2002/3",663988.928,6051610.281,"20020326.t5"
1.142,"A",0.956,0,4.37,2002,3,26,"2002/3",664028.8738,6052109.008,"20020326.t5"
0.874,"A",0.956,26,1.13,2002,3,26,"2002/3",664060.4149,6052609.342,"20020326.t5"
0.601,"A",0.956,0,0.52,2002,3,26,"2002/3",663952.9625,6053111.025,"20020326.t5"
0.812,"A",0.956,0,0.74,2002,3,26,"2002/3",664038.2136,6053608.996,"20020326.t5"
1.196,"A",0.956,0,0.95,2002,3,26,"2002/3",664129.2859,6054104.42,"20020326.t5"
1.587,"A",0.956,0,1.25,2002,3,26,"2002/3",664097.6181,6054606.762,"20020326.t5"
1.939,"A",0.956,0,1.23,2002,3,26,"2002/3",664078.344,6055106.897,"20020326.t5"
1.804,"A",0.956,0,1.34,2002,3,26,"2002/3",664091.6438,6055606.816,"20020326.t5"
1.654,"A",0.956,0,1.48,2002,3,26,"2002/3",664089.6495,6056106.949,"20020326.t5"
1.174,"A",0.956,0,1.14,2002,3,26,"2002/3",664110.224,6056606.616,"20020326.t5"
0.701,"A",0.956,0,1.66,2002,3,26,"2002/3",664099.3746,6057108.06,"20020326.t5"
0.291,"A",0.956,0,0.59,2002,3,26,"2002/3",664253.753,6057603.576,"20020326.t5"
0.14,"A",0.241910064,0,0.65,2002,3,26,"2002/3",666091.5875,6059820.266,"20020326.t6"
0.125,"A",0.956,0,0.83,2002,3,26,"2002/3",666105.9012,6059507.314,"20020326.t6"
0.235,"A",0.956,0,0.95,2002,3,26,"2002/3",666117.0638,6059007.403,"20020326.t6"
0.676,"A",0.956,0,2.17,2002,3,26,"2002/3",666152.8034,6058508.187,"20020326.t6"
1.154,"A",0.956,0,2,2002,3,26,"2002/3",666205.1412,6058005.823,"20020326.t6"
1.659,"A",0.956,0,1.35,2002,3,26,"2002/3",666116.9417,6057508.533,"20020326.t6"
1.997,"A",0.956,0,2.11,2002,3,26,"2002/3",666028.4482,6057013.928,"20020326.t6"
2.255,"A",0.956,0,2.35,2002,3,26,"2002/3",666003.4575,6056512.662,"20020326.t6"
2.614,"A",0.956,0,2.1,2002,3,26,"2002/3",666023.0285,6056010.977,"20020326.t6"
3.051,"A",0.956,0,1.58,2002,3,26,"2002/3",666116.8309,6055514.55,"20020326.t6"
3.305,"A",0.956,0,0.74,2002,3,26,"2002/3",666101.635,6055013.5,"20020326.t6"
3.064,"A",0.956,20,1.21,2002,3,26,"2002/3",666103.4242,6054513.469,"20020326.t6"
2.896,"A",0.956,0,1.45,2002,3,26,"2002/3",666117.2643,6054013.625,"20020326.t6"
2.799,"A",0.956,0,1.68,2002,3,26,"2002/3",666128.5016,6053513.682,"20020326.t6"
2.782,"A",0.956,0,1.96,2002,3,26,"2002/3",666131.3003,6053013.494,"20020326.t6"
2.833,"A",0.956,0,2.62,2002,3,26,"2002/3",666113.9422,6052513.58,"20020326.t6"
2.952,"A",0.956,15,4.18,2002,3,26,"2002/3",666081.9847,6052014.291,"20020326.t6"
3.168,"A",0.956,0,5.05,2002,3,26,"2002/3",666078.2442,6051514.192,"20020326.t6"
3.42,"A",0.956,26,5.49,2002,3,26,"2002/3",666069.3165,6051014.27,"20020326.t6"
3.719,"A",0.956,4,5.9,2002,3,26,"2002/3",666059.9092,6050514.34,"20020326.t6"
4.06,"A",0.956,125,5.68,2002,3,26,"2002/3",666060.9316,6050014.308,"20020326.t6"
4.438,"A",0.956,70,5.53,2002,3,26,"2002/3",666071.3294,6049514.018,"20020326.t6"
4.812,"A",0.956,0,5.28,2002,3,26,"2002/3",666038.3258,6049014.659,"20020326.t6"
5.202,"A",0.956,313,5.93,2002,3,26,"2002/3",665993.8082,6048514.601,"20020326.t6"
5.667,"A",0.956,19,6.08,2002,3,26,"2002/3",666067.2097,6048015.17,"20020326.t6"
6.1,"A",0.956,16,6.87,2002,3,26,"2002/3",666056.3168,6047514.517,"20020326.t6"
6.525,"A",0.956,0,8.08,2002,3,26,"2002/3",666009.0028,6047015.6,"20020326.t6"
6.958,"A",0.956,0,10.57,2002,3,26,"2002/3",665954.8689,6046515.122,"20020326.t6"
7.444,"A",0.956,0,12.04,2002,3,26,"2002/3",666027.6041,6046016.35,"20020326.t6"
7.914,"A",0.956,0,13.45,2002,3,26,"2002/3",666050.2046,6045516.277,"20020326.t6"
8.376,"A",0.956,0,15.03,2002,3,26,"2002/3",666037.5943,6045015.789,"20020326.t6"
8.827,"A",0.956,0,16.71,2002,3,26,"2002/3",665981.1403,6044516.713,"20020326.t6"
9.309,"A",0.956,0,18.57,2002,3,26,"2002/3",666004.1144,6044016.216,"20020326.t6"
9.791,"A",0.956,0,19.78,2002,3,26,"2002/3",666025.6249,6043516.52,"20020326.t6"
10.282,"A",0.956,0,20.77,2002,3,26,"2002/3",666070.3598,6043016.943,"20020326.t6"
10.754,"A",0.956,0,22.07,2002,3,26,"2002/3",666040.9081,6042516.8,"20020326.t6"
11.232,"A",0.956,0,22.65,2002,3,26,"2002/3",666028.5319,6042016.946,"20020326.t6"
11.706,"A",0.956,0,24.64,2002,3,26,"2002/3",665996.1798,6041517.192,"20020326.t6"
12.196,"A",0.956,0,25.28,2002,3,26,"2002/3",666022.6425,6041017.1,"20020326.t6"
12.684,"A",0.956,0,25.15,2002,3,26,"2002/3",666039.273,6040517.079,"20020326.t6"
13.166,"A",0.956,0,25.1,2002,3,26,"2002/3",666026.8421,6040017.032,"20020326.t6"
13.645,"A",0.956,0,25.17,2002,3,26,"2002/3",665998.4457,6039517.439,"20020326.t6"
14.133,"A",0.956,0,24.75,2002,3,26,"2002/3",666002.8409,6039017.311,"20020326.t6"
14.623,"A",0.956,0,24.63,2002,3,26,"2002/3",666009.4176,6038517.235,"20020326.t6"
15.108,"A",0.956,0,24.63,2002,3,26,"2002/3",665994.2175,6038017.364,"20020326.t6"
15.592,"A",0.956,0,24.31,2002,3,26,"2002/3",665967.1445,6037517.637,"20020326.t6"
16.081,"A",0.956,0,24.52,2002,3,26,"2002/3",665967.992,6037017.285,"20020326.t6"
16.578,"A",0.956,0,24.43,2002,3,26,"2002/3",666007.6974,6036517.912,"20020326.t6"
17.821,"A",0.956,0,24.07,2002,3,26,"2002/3",668081.539,6035749.618,"20020326.t7"
17.356,"A",0.956,0,24.16,2002,3,26,"2002/3",668127.2616,6036248.088,"20020326.t7"
16.884,"A",0.956,0,23.87,2002,3,26,"2002/3",668146.9802,6036748.555,"20020326.t7"
16.394,"A",0.956,0,24.01,2002,3,26,"2002/3",668103.7584,6037248.547,"20020326.t7"
15.924,"A",0.956,0,24.25,2002,3,26,"2002/3",668120.0352,6037748.685,"20020326.t7"
15.439,"A",0.956,0,24.02,2002,3,26,"2002/3",668084.9477,6038248.37,"20020326.t7"
14.978,"A",0.956,0,24.51,2002,3,26,"2002/3",668120.3498,6038748.579,"20020326.t7"
14.495,"A",0.956,0,24.59,2002,3,26,"2002/3",668081.2337,6039248.207,"20020326.t7"
14.028,"A",0.956,0,24.48,2002,3,26,"2002/3",668085.1576,6039748.297,"20020326.t7"
13.571,"A",0.956,0,24,2002,3,26,"2002/3",668109.9801,6040248.098,"20020326.t7"
13.107,"A",0.956,0,23.1,2002,3,26,"2002/3",668108.8006,6040748.142,"20020326.t7"
12.646,"A",0.956,0,22.61,2002,3,26,"2002/3",668108.845,6041248.232,"20020326.t7"
12.178,"A",0.956,0,21.36,2002,3,26,"2002/3",668081.1175,6041747.856,"20020326.t7"
11.724,"A",0.956,0,19.95,2002,3,26,"2002/3",668084.2784,6042247.961,"20020326.t7"
11.264,"A",0.956,0,19.8,2002,3,26,"2002/3",668069.3615,6042748.013,"20020326.t7"
10.831,"A",0.956,0,18.54,2002,3,26,"2002/3",668103.7158,6043247.801,"20020326.t7"
10.387,"A",0.956,0,17.21,2002,3,26,"2002/3",668105.2971,6043748.134,"20020326.t7"
9.944,"A",0.956,0,15.85,2002,3,26,"2002/3",668096.756,6044248.621,"20020326.t7"
9.488,"A",0.956,0,14.47,2002,3,26,"2002/3",668047.934,6044746.877,"20020326.t7"
9.038,"A",0.956,32,13.15,2002,3,26,"2002/3",668001.2152,6045245.198,"20020326.t7"
8.617,"A",0.956,0,11.15,2002,3,26,"2002/3",668000.0368,6045745.725,"20020326.t7"
8.208,"A",0.956,0,9.91,2002,3,26,"2002/3",668004.2989,6046246.024,"20020326.t7"
7.767,"A",0.956,0,8.58,2002,3,26,"2002/3",667937.8368,6046745.214,"20020326.t7"
7.416,"A",0.956,0,7.25,2002,3,26,"2002/3",668000.2458,6047245.113,"20020326.t7"
7.034,"A",0.956,0,6.66,2002,3,26,"2002/3",667990.128,6047745.297,"20020326.t7"
6.659,"A",0.956,95,6.36,2002,3,26,"2002/3",667967.1295,6048245.17,"20020326.t7"
6.334,"A",0.956,21,5.91,2002,3,26,"2002/3",667987.8467,6048745.215,"20020326.t7"
6.01,"A",0.956,8,5.79,2002,3,26,"2002/3",667980.4881,6049245.214,"20020326.t7"
5.7,"A",0.956,0,5.31,2002,3,26,"2002/3",667964.0923,6049745.161,"20020326.t7"
